Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19
1562001290.24567,2.231,-5.098,-97.224,0,-170.194122314453,-431.556762695313,0,-127,-29,211,0,240,2108,2056,2560,24,60,-9
1562001290.24583,2.231,-5.097,-97.223,0,-170.778350830078,-433.029846191406,0,-123,-15,209,0,240,2104,2056,2560,25,59,-11
1562001290.24599,2.232,-5.097,-97.223,0,-171.483978271484,-434.502410888672,0,-123,-15,209,0,240,2104,2056,2560,27,61,-11
1562001290.24612,2.232,-5.097,-97.222,0,-172.237426757813,-435.971496582031,0,-127,-21,203,0,240,2104,2056,2560,28,62,-11
1562001290.24626,2.232,-5.096,-97.221,0,-173.018814086914,-437.440826416016,0,-127,-21,203,0,240,2104,2056,2560,27,63,-12
1562001290.24636,2.232,-5.095,-97.219,0,-173.811706542969,-438.901763916016,0,-120,-22,206,0,240,2104,2056,2560,24,60,-10
1562001290.24644,2.231,-5.094,-97.218,0,-174.571441650391,-440.36181640625,0,-120,-22,206,0,240,2104,2056,2560,26,61,-10
1562001290.24651,2.231,-5.094,-97.217,0,-175.295257568359,-441.817718505859,0,-123,-17,207,0,240,2108,2056,2560,28,57,-11
1562001290.2467,2.232,-5.093,-97.217,0,-175.971221923828,-443.268524169922,0,-123,-17,207,0,240,2108,2056,2564,27,62,-10
1562001290.24679,2.233,-5.093,-97.216,0,-176.559921264648,-444.714630126953,0,-123,-23,205,0,240,2108,2056,2560,27,63,-10
1562001290.24689,2.235,-5.092,-97.215,0,-177.091842651367,-446.153503417969,0,-123,-23,205,0,240,2112,2056,2560,26,61,-11
1562001290.24699,2.236,-5.091,-97.214,0,-177.585403442383,-447.587982177734,0,-127,-19,209,0,240,2108,2056,2560,27,62,-10
1562001290.24706,2.237,-5.09,-97.213,0,-178.064178466797,-448.982208251953,0,-127,-19,209,0,240,2108,2052,2560,26,61,-12
1562001290.24714,2.238,-5.09,-97.212,0,-178.617401123047,-450.366088867188,0,-121,-21,209,0,240,2108,2056,2564,28,59,-11
1562001290.24724,2.24,-5.09,-97.211,0,-179.18132019043,-451.709716796875,0,-121,-21,209,0,240,2108,2056,2560,26,61,-11
1562001290.24735,2.244,-5.089,-97.208,0,-180.932815551758,-455.740051269531,0,-121,-15,201,0,240,2108,2052,2560,27,60,-10
1562001290.24745,2.245,-5.089,-97.208,0,-181.475173950195,-457.104888916016,0,-121,-15,201,0,240,2112,2056,2556,23,60,-11
1562001290.24754,2.247,-5.09,-97.207,0,-181.985397338867,-458.407562255859,0,-127,-33,205,0,240,2108,2056,2560,28,59,-14
1562001290.24765,2.249,-5.09,-97.206,0,-182.493698120117,-459.763885498047,0,-127,-33,205,0,240,2108,2052,2560,30,65,-10
1562001290.24775,2.25,-5.09,-97.205,0,-183.039108276367,-461.088775634766,0,-126,-22,204,0,240,2108,2052,2560,21,64,-10
1562001290.24786,2.25,-5.09,-97.204,0,-183.639022827148,-462.380828857422,0,-126,-22,204,0,240,2104,2056,2564,18,57,-9
1562001290.24797,2.25,-5.091,-97.203,0,-184.283111572266,-463.674560546875,0,-122,-20,218,0,240,2108,2052,2564,31,62,-12
1562001290.24807,2.251,-5.092,-97.202,0,-184.965438842773,-464.950744628906,0,-122,-20,218,0,240,2108,2056,2560,27,65,-9
1562001290.24818,2.251,-5.093,-97.201,0,-185.56689453125,-466.295623779297,0,-127,-37,209,0,240,2108,2056,2564,20,57,-13
1562001290.24828,2.252,-5.092,-97.2,0,-186.12385559082,-467.646942138672,0,-127,-37,209,0,240,2112,2052,2560,35,65,-13
1562001290.24839,2.254,-5.092,-97.199,0,-186.615509033203,-468.973083496094,0,-129,-23,203,0,240,2108,2052,2564,23,59,-9
1562001290.24857,2.255,-5.091,-97.197,0,-187.090118408203,-470.218048095703,0,-129,-23,203,0,240,2108,2052,2564,24,61,-14
1562001290.24868,2.257,-5.092,-97.196,0,-187.643585205078,-471.414215087891,0,-125,-11,211,0,240,2108,2052,2560,34,65,-8
1562001290.24878,2.258,-5.093,-97.195,0,-188.199890136719,-472.606414794922,0,-125,-11,211,0,240,2108,2056,2564,19,58,-8
1562001290.2489,2.258,-5.093,-97.195,0,-188.811920166016,-473.852478027344,0,-124,-24,210,0,240,2108,2052,2560,18,59,-11
1562001290.249,2.259,-5.094,-97.194,0,-189.401702880859,-475.135131835938,0,-124,-24,210,0,240,2108,2052,2560,32,63,-13
1562001290.24911,2.26,-5.095,-97.194,0,-189.958206176758,-476.420989990234,0,-120,-30,204,0,240,2108,2056,2564,25,62,-6
1562001290.2542,2.262,-5.096,-97.193,0,-190.544982910156,-477.715057373047,0,-120,-30,204,0,240,2108,2056,2560,20,58,-14
1562001290.25436,2.263,-5.096,-97.192,0,-191.098861694336,-479.000274658203,0,-115,-13,209,0,240,2108,2052,2560,34,63,-11
1562001290.25448,2.264,-5.096,-97.191,0,-191.694961547852,-480.319671630859,0,-115,-13,209,0,240,2108,2056,2560,21,60,-10
1562001290.25476,2.265,-5.095,-97.189,0,-192.277542114258,-481.616424560547,0,-127,-21,201,0,240,2108,2052,2560,26,63,-15
1562001290.25483,2.265,-5.096,-97.189,0,-192.851821899414,-482.881958007813,0,-127,-21,201,0,240,2108,2052,2560,31,63,-6
1562001290.25489,2.266,-5.096,-97.188,0,-193.435806274414,-484.11865234375,0,-124,-20,208,0,240,2108,2056,2560,17,62,-6
1562001290.25496,2.267,-5.097,-97.187,0,-193.997848510742,-485.331878662109,0,-124,-20,208,0,240,2108,2052,2560,19,60,-13
1562001290.25503,2.267,-5.099,-97.187,0,-194.574798583984,-486.585388183594,0,-118,-20,210,0,240,2108,2052,2560,34,59,-12
1562001290.2551,2.269,-5.1,-97.186,0,-195.146560668945,-487.824951171875,0,-118,-20,210,0,240,2108,2056,2560,22,57,-7
1562001290.25516,2.271,-5.1,-97.185,0,-195.723587036133,-489.079162597656,0,-122,-22,204,0,240,2108,2052,2564,24,61,-18
1562001290.25522,2.272,-5.1,-97.184,0,-196.305328369141,-490.341979980469,0,-122,-22,204,0,240,2108,2056,2564,33,60,-8
1562001290.25531,2.274,-5.1,-97.182,0,-196.882186889648,-491.615295410156,0,-126,-18,210,0,240,2108,2056,2560,21,63,-10
1562001290.25537,2.275,-5.099,-97.181,0,-197.462219238281,-492.928680419922,0,-126,-18,210,0,240,2108,2052,2560,28,63,-16
1562001290.25543,2.275,-5.099,-97.181,0,-198.038848876953,-494.194641113281,0,-122,-24,206,0,240,2108,2052,2564,28,60,-4
1562001290.25549,2.275,-5.099,-97.18,0,-198.617324829102,-495.440124511719,0,-122,-24,206,0,240,2108,2056,2560,22,65,-8
1562001290.25555,2.276,-5.1,-97.179,0,-199.192657470703,-496.64501953125,0,-124,-24,204,0,240,2108,2052,2560,22,60,-14
1562001290.25564,2.277,-5.101,-97.179,0,-199.769790649414,-497.830657958984,0,-124,-24,204,0,240,2108,2052,2560,33,59,-10
1562001290.2557,2.278,-5.101,-97.178,0,-200.342498779297,-499.065307617188,0,-126,-18,206,0,240,2108,2056,2560,19,64,-7
1562001290.25576,2.279,-5.102,-97.177,0,-200.918518066406,-500.270355224609,0,-126,-18,206,0,240,2108,2052,2564,27,60,-15
1562001290.25582,2.279,-5.102,-97.176,0,-201.488662719727,-501.505981445313,0,-119,-25,209,0,240,2108,2052,2564,28,63,-5
1562001290.25588,2.28,-5.103,-97.175,0,-202.059661865234,-502.712524414063,0,-119,-25,209,0,240,2108,2056,2560,20,63,-13
1562001290.25594,2.281,-5.103,-97.175,0,-202.629776000977,-503.918273925781,0,-124,-20,202,0,240,2108,2052,2564,30,59,-14
1562001290.256,2.281,-5.104,-97.174,0,-203.200744628906,-505.134765625,0,-124,-20,202,0,240,2108,2052,2560,25,62,-5
1562001290.25606,2.282,-5.104,-97.173,0,-203.777557373047,-506.339538574219,0,-126,-14,206,0,240,2108,2056,2560,22,62,-14
1562001290.25613,2.283,-5.105,-97.172,0,-204.352081298828,-507.552337646484,0,-126,-14,206,0,240,2108,2052,2564,25,62,-15
1562001290.25619,2.284,-5.105,-97.17,0,-204.9326171875,-508.752685546875,0,-122,-20,210,0,240,2108,2052,2560,31,57,-8
1562001290.25627,2.287,-5.106,-97.168,0,-206.001876831055,-511.151977539063,0,-120,-30,204,0,240,2108,2052,2564,31,57,-10
1562001290.25634,2.288,-5.106,-97.168,0,-206.490829467773,-512.345153808594,0,-120,-30,204,0,240,2108,2052,2560,27,64,-9
1562001290.25642,2.289,-5.106,-97.167,0,-207.024032592773,-513.543029785156,0,-125,-17,203,0,240,2108,2056,2560,21,62,-14
1562001290.25651,2.29,-5.106,-97.166,0,-207.587966918945,-514.731262207031,0,-125,-17,203,0,240,2108,2052,2568,30,58,-10
1562001290.25658,2.291,-5.106,-97.165,0,-208.143768310547,-515.955810546875,0,-118,-14,210,0,240,2112,2056,2560,23,65,-8
1562001290.25663,2.292,-5.106,-97.164,0,-208.708435058594,-517.187377929688,0,-118,-14,210,0,240,2108,2056,2560,25,61,-14
1562001290.25669,2.293,-5.106,-97.163,0,-209.183517456055,-518.449157714844,0,-119,-31,211,0,240,2108,2052,2568,30,59,-11
1562001290.25678,2.295,-5.105,-97.162,0,-209.686492919922,-519.703674316406,0,-119,-31,211,0,240,2112,2056,2556,30,60,-9
1562001290.25686,2.296,-5.105,-97.161,0,-210.182189941406,-520.93896484375,0,-124,-20,198,0,240,2108,2056,2564,22,66,-12
1562001290.25699,2.298,-5.104,-97.16,0,-210.700561523438,-522.177062988281,0,-124,-20,198,0,240,2108,2052,2564,29,53,-12
1562001290.25706,2.299,-5.104,-97.159,0,-211.239135742188,-523.357727050781,0,-120,-8,210,0,240,2112,2052,2556,25,65,-10
1562001290.25712,2.301,-5.104,-97.158,0,-211.741149902344,-524.556701660156,0,-120,-8,210,0,240,2108,2056,2564,24,60,-12
1562001290.25718,2.302,-5.105,-97.157,0,-212.263107299805,-525.701171875,0,-124,-30,212,0,240,2108,2052,2564,29,59,-10
1562001290.25724,2.303,-5.106,-97.156,0,-212.771911621094,-526.855285644531,0,-124,-30,212,0,240,2112,2052,2556,23,67,-11
1562001290.25731,2.305,-5.106,-97.155,0,-213.28955078125,-528.025695800781,0,-126,-36,200,0,240,2108,2056,2568,26,55,-10
1562001290.25737,2.306,-5.106,-97.154,0,-213.778762817383,-529.17578125,0,-126,-36,200,0,240,2112,2052,2564,28,57,-12
1562001290.25743,2.309,-5.106,-97.153,0,-214.244476318359,-530.359741210938,0,-124,-14,206,0,240,2112,2052,2560,28,63,-9
1562001290.25751,2.311,-5.106,-97.152,0,-214.685760498047,-531.471435546875,0,-124,-14,206,0,240,2108,2052,2568,22,61,-12
1562001290.25757,2.313,-5.107,-97.152,0,-215.126586914063,-532.584289550781,0,-123,-25,215,0,240,2112,2052,2560,30,59,-8
1562001290.25763,2.314,-5.107,-97.151,0,-215.587005615234,-533.659423828125,0,-123,-25,215,0,240,2112,2052,2564,22,66,-12
1562001290.25769,2.316,-5.108,-97.15,0,-216.045913696289,-534.734436035156,0,-126,-28,212,0,240,2108,2052,2568,25,59,-12
1562001290.25775,2.317,-5.109,-97.149,0,-216.522720336914,-535.799499511719,0,-126,-28,212,0,240,2112,2048,2560,29,62,-10
1562001290.25783,2.318,-5.111,-97.148,0,-216.976226806641,-536.834289550781,0,-122,-20,204,0,240,2112,2052,2564,22,62,-12
1562001290.25789,2.32,-5.111,-97.147,0,-217.440307617188,-537.8583984375,0,-122,-20,204,0,240,2108,2052,2568,28,57,-11
1562001290.25795,2.322,-5.113,-97.146,0,-217.900802612305,-538.893981933594,0,-120,-12,206,0,240,2112,2052,2560,25,63,-9
1562001290.25802,2.324,-5.113,-97.145,0,-218.392059326172,-540.001586914063,0,-120,-12,206,0,240,2108,2056,2564,26,64,-10
1562001290.25809,2.325,-5.114,-97.144,0,-218.901519775391,-541.150329589844,0,-123,-27,209,0,240,2108,2052,2568,22,59,-12
1562001290.25817,2.325,-5.113,-97.143,0,-219.435897827148,-542.343200683594,0,-123,-27,209,0,240,2112,2052,2560,29,64,-9
1562001290.25823,2.326,-5.114,-97.143,0,-219.971694946289,-543.49169921875,0,-122,-26,208,0,240,2108,2056,2564,24,60,-11
1562001290.2583,2.327,-5.114,-97.141,0,-220.492660522461,-544.628662109375,0,-122,-26,208,0,240,2108,2052,2564,30,61,-12
1562001290.25842,2.329,-5.114,-97.141,0,-221.018600463867,-545.749145507813,0,-121,-17,203,0,240,2112,2052,2556,27,63,-9
1562001290.25867,2.33,-5.114,-97.14,0,-221.565841674805,-546.874816894531,0,-121,-17,203,0,240,2104,2056,2564,23,60,-12
1562001290.25877,2.33,-5.114,-97.139,0,-222.144958496094,-548.02001953125,0,-124,-20,212,0,240,2108,2052,2564,31,64,-9
1562001290.25887,2.33,-5.114,-97.138,0,-222.788497924805,-549.14892578125,0,-124,-20,212,0,240,2108,2052,2560,23,63,-11
1562001290.25898,2.33,-5.114,-97.137,0,-223.39665222168,-550.281127929688,0,-123,-27,213,0,240,2108,2056,2564,23,61,-11
1562001290.25908,2.331,-5.115,-97.136,0,-224.020309448242,-551.401245117188,0,-123,-27,213,0,240,2108,2052,2560,28,59,-12
1562001290.25921,2.331,-5.115,-97.135,0,-224.596176147461,-552.5185546875,0,-115,-17,203,0,240,2108,2052,2560,26,65,-10
1562001290.25932,2.333,-5.116,-97.134,0,-225.151016235352,-553.643371582031,0,-115,-17,203,0,240,2108,2056,2564,23,58,-11
1562001290.25944,2.333,-5.116,-97.133,0,-225.755477905273,-554.760681152344,0,-124,-26,212,0,240,2108,2052,2564,27,62,-9
1562001290.25955,2.334,-5.116,-97.132,0,-226.311370849609,-555.918334960938,0,-124,-26,212,0,240,2108,2056,2560,27,62,-10
1562001290.25969,2.335,-5.116,-97.131,0,-226.927764892578,-557.084899902344,0,-130,-26,208,0,240,2108,2056,2564,20,55,-12
1562001290.25981,2.336,-5.116,-97.131,0,-227.460845947266,-558.280639648438,0,-130,-26,208,0,240,2112,2052,2556,35,63,-11
1562001290.25993,2.338,-5.116,-97.13,0,-227.963195800781,-559.469055175781,0,-125,-23,205,0,240,2112,2056,2560,24,60,-12
1562001290.26005,2.34,-5.115,-97.128,0,-228.431976318359,-560.596801757813,0,-125,-23,205,0,240,2108,2052,2564,29,55,-12
1562001290.26017,2.343,-5.115,-97.127,0,-228.854949951172,-561.7197265625,0,-119,-17,213,0,240,2112,2052,2556,25,63,-9
1562001290.2603,2.345,-5.115,-97.126,0,-229.362899780273,-562.782958984375,0,-119,-17,213,0,240,2108,2056,2560,22,62,-12
1562001290.26042,2.346,-5.115,-97.125,0,-229.873474121094,-563.87890625,0,-118,-22,212,0,240,2108,2052,2560,29,64,-14
1562001290.26055,2.347,-5.116,-97.124,0,-230.440765380859,-564.97802734375,0,-118,-22,212,0,240,2112,2052,2560,27,58,-11
1562001290.26067,2.347,-5.117,-97.122,0,-231.000717163086,-566.065795898438,0,-134,-28,206,0,240,2108,2056,2564,22,63,-14
1562001290.26079,2.349,-5.117,-97.121,0,-231.516326904297,-567.176696777344,0,-134,-28,206,0,240,2108,2052,2560,29,61,-11
1562001290.26091,2.35,-5.117,-97.119,0,-232.092895507813,-568.284301757813,0,-129,-23,199,0,240,2108,2056,2560,22,61,-11
1562001290.26103,2.351,-5.117,-97.118,0,-232.640960693359,-569.388732910156,0,-129,-23,199,0,240,2108,2052,2564,31,62,-11
1562001290.26115,2.351,-5.117,-97.117,0,-233.263214111328,-570.515563964844,0,-122,-20,208,0,240,2108,2052,2560,35,61,-11
1562001290.26126,2.351,-5.116,-97.116,0,-233.861877441406,-571.593078613281,0,-122,-20,208,0,240,2108,2056,2564,23,66,-9
1562001290.26139,2.352,-5.115,-97.116,0,-234.43603515625,-572.707580566406,0,-121,-29,207,0,240,2108,2056,2564,25,54,-9
1562001290.26151,2.352,-5.114,-97.115,0,-235.02685546875,-573.836853027344,0,-121,-29,207,0,240,2108,2052,2556,26,66,-10
1562001290.26163,2.354,-5.114,-97.114,0,-235.580535888672,-574.978454589844,0,-131,-25,209,0,240,2108,2056,2564,27,57,-14
1562001290.26174,2.355,-5.115,-97.113,0,-236.183029174805,-576.121643066406,0,-131,-25,209,0,240,2108,2052,2560,29,59,-10
1562001290.26186,2.356,-5.114,-97.112,0,-236.737350463867,-577.224060058594,0,-125,-11,211,0,240,2112,2056,2556,24,65,-12
1562001290.26199,2.358,-5.114,-97.11,0,-237.286651611328,-578.32080078125,0,-125,-11,211,0,240,2108,2056,2560,29,59,-16
1562001290.2621,2.358,-5.114,-97.109,0,-237.766815185547,-579.431945800781,0,-117,-21,209,0,240,2112,2052,2560,27,65,-9
1562001290.26222,2.36,-5.113,-97.107,0,-238.268859863281,-580.573547363281,0,-117,-21,209,0,240,2108,2056,2560,25,64,-12
1562001290.26233,2.36,-5.113,-97.106,0,-238.769104003906,-581.663635253906,0,-124,-30,204,0,240,2108,2052,2564,25,60,-13
1562001290.26245,2.361,-5.113,-97.105,0,-239.300384521484,-582.7607421875,0,-124,-30,204,0,240,2112,2052,2556,28,64,-7
1562001290.26257,2.361,-5.114,-97.104,0,-239.862091064453,-583.777648925781,0,-131,-35,203,0,240,2108,2056,2564,22,60,-12
1562001290.26268,2.362,-5.114,-97.103,0,-240.366561889648,-584.832153320313,0,-131,-35,203,0,240,2108,2052,2564,29,62,-11
1562001290.26279,2.363,-5.115,-97.102,0,-240.947814941406,-585.89208984375,0,-128,-22,208,0,240,2108,2052,2560,24,62,-12
1562001290.26291,2.364,-5.115,-97.101,0,-241.485443115234,-586.94677734375,0,-128,-22,208,0,240,2108,2056,2568,25,58,-13
1562001290.26303,2.365,-5.115,-97.1,0,-242.106887817383,-587.989868164063,0,-122,-16,212,0,240,2108,2048,2560,28,65,-12
1562001290.26314,2.366,-5.116,-97.098,0,-242.713928222656,-588.979675292969,0,-122,-16,212,0,240,2108,2052,2560,25,59,-9
1562001290.26326,2.366,-5.117,-97.097,0,-243.297439575195,-589.916137695313,0,-122,-24,210,0,240,2108,2052,2564,26,62,-14
1562001290.26338,2.367,-5.117,-97.096,0,-243.901260375977,-590.880554199219,0,-122,-24,210,0,240,2108,2052,2560,30,63,-8
1562001290.2635,2.367,-5.118,-97.095,0,-244.460754394531,-591.865173339844,0,-130,-24,196,0,240,2108,2056,2564,22,64,-12
1562001290.26363,2.367,-5.118,-97.094,0,-245.065048217773,-592.871459960938,0,-130,-24,196,0,240,2108,2048,2564,27,60,-12
1562001290.26375,2.368,-5.118,-97.093,0,-245.655029296875,-593.919738769531,0,-123,-23,203,0,240,2108,2052,2560,24,62,-11
1562001290.26387,2.368,-5.119,-97.092,0,-246.282440185547,-594.874450683594,0,-123,-23,203,0,240,2104,2056,2568,27,57,-13
1562001290.26399,2.369,-5.12,-97.091,0,-246.921813964844,-595.8974609375,0,-115,-25,215,0,240,2108,2052,2564,25,61,-8
1562001290.2641,2.369,-5.12,-97.089,0,-247.587020874023,-596.929504394531,0,-115,-25,215,0,240,2108,2056,2560,21,60,-17
1562001290.26417,2.37,-5.12,-97.088,0,-248.215454101563,-597.987365722656,0,-117,-21,207,0,240,2108,2052,2564,31,63,-13
1562001290.26423,2.371,-5.12,-97.086,0,-248.78369140625,-599.101867675781,0,-117,-21,207,0,240,2112,2052,2560,30,64,-12
1562001290.26429,2.372,-5.12,-97.084,0,-249.312469482422,-600.102355957031,0,-127,-19,205,0,240,2108,2056,2560,24,63,-14
1562001290.26435,2.373,-5.12,-97.082,0,-249.794570922852,-601.127990722656,0,-127,-19,205,0,240,2108,2052,2564,27,57,-15
1562001290.26441,2.373,-5.12,-97.08,0,-250.326034545898,-602.131774902344,0,-124,-20,200,0,240,2112,2052,2560,25,65,-12
1562001290.26447,2.375,-5.12,-97.079,0,-250.854644775391,-603.140808105469,0,-124,-20,200,0,240,2108,2056,2564,27,54,-13
1562001290.27462,2.377,-5.12,-97.077,0,-251.39826965332,-604.202697753906,0,-122,-24,216,0,240,2108,2052,2564,27,62,-9
1562001290.27474,2.378,-5.12,-97.076,0,-251.926849365234,-605.241638183594,0,-122,-24,216,0,240,2112,2056,2560,19,61,-10
1562001290.27482,2.38,-5.12,-97.076,0,-252.430358886719,-606.315673828125,0,-121,-25,207,0,240,2108,2056,2564,32,58,-12
1562001290.27488,2.381,-5.12,-97.075,0,-252.950820922852,-607.407897949219,0,-121,-25,207,0,240,2108,2052,2560,27,64,-11
1562001290.27494,2.382,-5.12,-97.074,0,-253.503921508789,-608.489013671875,0,-117,-15,211,0,240,2108,2056,2560,24,62,-11
1562001290.27501,2.382,-5.119,-97.072,0,-254.119216918945,-609.572998046875,0,-117,-15,211,0,240,2104,2056,2564,25,60,-16
1562001290.27507,2.383,-5.119,-97.071,0,-254.784790039063,-610.640747070313,0,-120,-24,222,0,240,2108,2052,2560,31,56,-13
1562001290.27513,2.383,-5.119,-97.069,0,-255.472290039063,-611.696899414063,0,-120,-24,222,0,240,2108,2056,2560,24,64,-12
1562001290.27519,2.384,-5.118,-97.067,0,-256.141906738281,-612.775634765625,0,-131,-23,203,0,240,2104,2056,2564,25,62,-14
1562001290.27525,2.384,-5.117,-97.065,0,-256.792205810547,-613.870056152344,0,-131,-23,203,0,240,2108,2056,2560,30,65,-13
1562001290.27538,2.383,-5.117,-97.064,0,-257.426177978516,-614.982666015625,0,-117,-13,203,0,240,2108,2056,2560,22,63,-11
1562001290.27545,2.384,-5.116,-97.062,0,-258.028503417969,-616.123474121094,0,-117,-13,203,0,240,2108,2056,2560,25,56,-11
1562001290.27554,2.384,-5.116,-97.061,0,-258.632019042969,-617.213684082031,0,-123,-23,209,0,240,2108,2052,2560,27,61,-8
1562001290.27567,2.385,-5.116,-97.06,0,-259.187133789063,-618.250793457031,0,-123,-23,209,0,240,2108,2052,2560,28,62,-11
1562001290.27576,2.386,-5.117,-97.06,0,-259.750396728516,-619.207275390625,0,-123,-23,199,0,240,2108,2052,2560,24,63,-8
1562001290.27585,2.387,-5.118,-97.059,0,-260.362640380859,-620.103637695313,0,-123,-23,199,0,240,2104,2052,2560,25,61,-12
1562001290.27592,2.386,-5.118,-97.059,0,-261.013946533203,-621.016235351563,0,-113,-27,211,0,240,2104,2052,2560,30,60,-12
1562001290.27598,2.386,-5.119,-97.058,0,-261.745269775391,-621.929138183594,0,-113,-27,211,0,240,2108,2052,2556,24,63,-9
